Old	New
CHRFAM7A	CHRFAM7A
CHRFAM7AP1	CHRFAM7AP1
CHRFAM7AP2	CHRFAM7AP2
CHRM1	CHRM1
CHRM2	CHRM2
CHRM3	CHRM3
CHRM3-AS1	CHRM3-AS1
CHRM3-AS2	CHRM3-AS2
CHRM4	CHRM4
CHRM5	CHRM5
CHRNA1	CHRNA1
CHRNA	CHRNA1
CHRNA2	CHRNA2
CHRNA3	CHRNA3
CHRNA4	CHRNA4
EBN	CHRNA4
EBN1	CHRNA4
CHRNA5	CHRNA5
CHRNA6	CHRNA6
CHRNA7	CHRNA7
CHRNA9	CHRNA9
CHRNA10	CHRNA10
CHRNB1	CHRNB1
CHRNB	CHRNB1
CHRNB2	CHRNB2
CHRNB3	CHRNB3
CHRNB4	CHRNB4
CHRND	CHRND
ACHRD	CHRND
CHRNE	CHRNE
CHRNG	CHRNG
ACHRG	CHRNG
CHROMR	CHROMR
PRKRA-AS1	CHROMR
CHST1	CHST1
CHST2	CHST2
CHST3	CHST3
CHST4	CHST4
CHST5	CHST5
CHST6	CHST6
MCDC1	CHST6
CHST7	CHST7
CHST8	CHST8
CHST9	CHST9
CHST10	CHST10
CHST11	CHST11
CHST12	CHST12
CHST13	CHST13
CHST14	CHST14
D4ST1	CHST14
CHST15	CHST15
CHSY1	CHSY1
CHSY3	CHSY3
CHTF8	CHTF8
CHTF8P1	CHTF8P1
CHTF8P	CHTF8P1
CHTF18	CHTF18
C16orf41	CHTF18
CHTOP	CHTOP
C1orf77	CHTOP
CHUK	CHUK
TCF16	CHUK
CHUK-DT	CHUK-DT
CHURC1	CHURC1
C14orf52	CHURC1
CHURC1-FNTB	CHURC1-FNTB
CIAO1	CIAO1
WDR39	CIAO1
CIAO2A	CIAO2A
FAM96A	CIAO2A
CIAO2AP1	CIAO2AP1
FAM96AP1	CIAO2AP1
CIAO2AP2	CIAO2AP2
FAM96AP2	CIAO2AP2
CIAO2B	CIAO2B
FAM96B	CIAO2B
CIAO3	CIAO3
NARFL	CIAO3
CIAPIN1	CIAPIN1
CIAPIN1P	CIAPIN1P
CIART	CIART
C1orf51	CIART
CIB1	CIB1
CIB2	CIB2
DFNB48	CIB2
USH1J	CIB2
CIB3	CIB3
CIB4	CIB4
CIBAR1	CIBAR1
FAM92A1	CIBAR1
FAM92A	CIBAR1
CIBAR1-DT	CIBAR1-DT
LINC00535	CIBAR1-DT
CIBAR1P1	CIBAR1P1
FAM92A2	CIBAR1P1
FAM92A1P1	CIBAR1P1
CIBAR1P2	CIBAR1P2
FAM92A3	CIBAR1P2
FAM92A1P2	CIBAR1P2
CIBAR2	CIBAR2
FAM92B	CIBAR2
CIC	CIC
CICP1	CICP1
CICP2	CICP2
CICP3	CICP3
CICP4	CICP4
CICP5	CICP5
CICP6	CICP6
CICP7	CICP7
CICP8	CICP8
CICP9	CICP9
CICP10	CICP10
CICP11	CICP11
CICP12	CICP12
CICP13	CICP13
CICP14	CICP14
CICP15	CICP15
CICP16	CICP16
CICP17	CICP17
CICP18	CICP18
CICP19	CICP19
CICP20	CICP20
CICP21	CICP21
CICP22	CICP22
CICP23	CICP23
CICP24	CICP24
CICP25	CICP25
CICP26	CICP26
CICP27	CICP27
CICP28	CICP28
CIDEA	CIDEA
CIDEB	CIDEB
CIDEC	CIDEC
CIDECP1	CIDECP1
CIDECP	CIDECP1
CIDECP2	CIDECP2
CIITA	CIITA
MHC2TA	CIITA
CILK1	CILK1
ICK	CILK1
CILP	CILP
CILP2	CILP2
CIMAP1A	CIMAP1A
ODF3	CIMAP1A
CIMAP1B	CIMAP1B
ODF3B	CIMAP1B
CIMAP1C	CIMAP1C
ODF3L1	CIMAP1C
CIMAP1D	CIMAP1D
C19orf19	CIMAP1D
ODF3L2	CIMAP1D
CIMAP2	CIMAP2
C1orf177	CIMAP2
LEXM	CIMAP2
CIMAP3	CIMAP3
C1orf88	CIMAP3
PIFO	CIMAP3
CIMIP1	CIMIP1
C20orf85	CIMIP1
CIMIP2A	CIMIP2A
FAM166A	CIMIP2A
CIMIP2B	CIMIP2B
FAM166B	CIMIP2B
CIMIP2C	CIMIP2C
C2orf70	CIMIP2C
FAM166C	CIMIP2C
CIMIP3	CIMIP3
GUCA1ANB	CIMIP3
CIMIP4	CIMIP4
C22orf33	CIMIP4
TEX33	CIMIP4
CINP	CINP
CIP2A	CIP2A
KIAA1524	CIP2A
CIPC	CIPC
KIAA1737	CIPC
CIR1	CIR1
CIR1P1	CIR1P1
CIR1P2	CIR1P2
CIR1P3	CIR1P3
CIRBP	CIRBP
CIRBP-AS1	CIRBP-AS1
C19orf23	CIRBP-AS1
CIROP	CIROP
LMLN2	CIROP
CISD1	CISD1
C10orf70	CISD1
ZCD1	CISD1
CISD1P1	CISD1P1
ZCD1B	CISD1P1
CISD1B	CISD1P1
CISD2	CISD2
ZCD2	CISD2
WFS2	CISD2
CISD3	CISD3
CISH	CISH
CIST1	CIST1
CISTR	CISTR
CIT	CIT
CITED1	CITED1
MSG1	CITED1
CITED2	CITED2
CITED4	CITED4
CIZ1	CIZ1
CKAP2	CKAP2
CKAP2-DT	CKAP2-DT
CKAP2L	CKAP2L
CKAP2LP1	CKAP2LP1
CKAP2P1	CKAP2P1
CKAP4	CKAP4
CKAP5	CKAP5
CKB	CKB
CKBB	CKB
CKBP1	CKBP1
CKLF	CKLF
CKLF1	CKLF
CKLF-CMTM1	CKLF-CMTM1
CKM	CKM
CKMM	CKM
CKMT1A	CKMT1A
CKMT1	CKMT1A
CKMT1B	CKMT1B
CKMT	CKMT1B
CKMT1	CKMT1B
CKMT2	CKMT2
CKMT2-AS1	CKMT2-AS1
CKS1B	CKS1B
CKS1BP1	CKS1BP1
CKS1BP	CKS1BP1
CKS1BP2	CKS1BP2
CKS1BP3	CKS1BP3
CKS1BP4	CKS1BP4
CKS1BP5	CKS1BP5
CKS1BP6	CKS1BP6
CKS1BP7	CKS1BP7
CKS1	CKS1BP7
CKS1A	CKS1BP7
CKS2	CKS2
CLASP1	CLASP1
CLASP1-AS1	CLASP1-AS1
CLASP2	CLASP2
CLASRP	CLASRP
SFRS16	CLASRP
CLBA1	CLBA1
C14orf79	CLBA1
CLC	CLC
CLCA1	CLCA1
CLCA2	CLCA2
CLCA3P	CLCA3P
CLCA3	CLCA3P
CLCA4	CLCA4
CLCA4-AS1	CLCA4-AS1
CLCC1	CLCC1
CLCF1	CLCF1
CLCN1	CLCN1
CLCN2	CLCN2
CLCN3	CLCN3
CLCN3P1	CLCN3P1
CLCN4	CLCN4
CLCN5	CLCN5
NPHL2	CLCN5
NPHL1	CLCN5
CLCN6	CLCN6
CLCN7	CLCN7
CLCNKA	CLCNKA
CLCNKB	CLCNKB
CLCP1	CLCP1
CLCP2	CLCP2
CLDN1	CLDN1
CLDN2	CLDN2
CLDN3	CLDN3
C7orf1	CLDN3
CPETR2	CLDN3
CLDN4	CLDN4
CPETR	CLDN4
CPETR1	CLDN4
CLDN5	CLDN5
AWAL	CLDN5
TMVCF	CLDN5
CLDN6	CLDN6
CLDN7	CLDN7
CEPTRL2	CLDN7
CPETRL2	CLDN7
CLDN7P1	CLDN7P1
CLDN8	CLDN8
CLDN9	CLDN9
CLDN10	CLDN10
CLDN10-AS1	CLDN10-AS1
CLDN11	CLDN11
OTM	CLDN11
CLDN12	CLDN12
CLDN14	CLDN14
DFNB29	CLDN14
CLDN14-AS1	CLDN14-AS1
CLDN15	CLDN15
CLDN16	CLDN16
CLDN17	CLDN17
CLDN18	CLDN18
SFTPJ	CLDN18
CLDN19	CLDN19
CLDN20	CLDN20
CLDN22	CLDN22
CLDN23	CLDN23
CLDN24	CLDN24
CLDN21	CLDN24
CLDN25	CLDN25
CLDN34	CLDN34
CLDND1	CLDND1
C3orf4	CLDND1
CLDND2	CLDND2
CLEC1A	CLEC1A
CLEC1B	CLEC1B
CLEC2A	CLEC2A
CLEC2B	CLEC2B
CLECSF2	CLEC2B
CLEC2D	CLEC2D
CLEC2L	CLEC2L
CLEC3A	CLEC3A
CLECSF1	CLEC3A
CLEC3B	CLEC3B
TNA	CLEC3B
CLEC4A	CLEC4A
CLECSF6	CLEC4A
CLEC4C	CLEC4C
CLECSF11	CLEC4C
CLECSF7	CLEC4C
CLEC4D	CLEC4D
CLECSF8	CLEC4D
CLEC4E	CLEC4E
CLECSF9	CLEC4E
CLEC4F	CLEC4F
CLECSF13	CLEC4F
CLEC4G	CLEC4G
CLEC4GP1	CLEC4GP1
CLEC4M	CLEC4M
CD209L	CLEC4M
CD299	CLEC4M
CLEC4OP	CLEC4OP
LINC01835	CLEC4OP
CLEC4O	CLEC4OP
CLEC5A	CLEC5A
CLECSF5	CLEC5A
CLEC6A	CLEC6A
CLECSF10	CLEC6A
CLEC7A	CLEC7A
CLECSF12	CLEC7A
CLEC9A	CLEC9A
CLEC10A	CLEC10A
CLECSF13	CLEC10A
CLECSF14	CLEC10A
CLEC11A	CLEC11A
SCGF	CLEC11A
CLEC12A	CLEC12A
CLEC12A-AS1	CLEC12A-AS1
CLEC12B	CLEC12B
CLEC14A	CLEC14A
C14orf27	CLEC14A
CLEC16A	CLEC16A
KIAA0350	CLEC16A
CLEC17A	CLEC17A
CLEC18A	CLEC18A
MRCL	CLEC18A
CLEC18B	CLEC18B
MRCL2	CLEC18B
CLEC18C	CLEC18C
MRCL3	CLEC18C
CLEC19A	CLEC19A
CLEC20A	CLEC20A
NCRNA00083	CLEC20A
LINC00083	CLEC20A
CLECL1P	CLECL1P
CLECL1	CLECL1P
CLGN	CLGN
CLHC1	CLHC1
C2orf63	CLHC1
CLIC1	CLIC1
CLIC1P1	CLIC1P1
CLIC2	CLIC2
CLIC3	CLIC3
CLIC4	CLIC4
CLIC4P1	CLIC4P1
CLIC4P2	CLIC4P2
CLIC4P3	CLIC4P3
CLIC5	CLIC5
CLIC6	CLIC6
CLIC1L	CLIC6
CLINT1	CLINT1
CLIP1	CLIP1
RSN	CLIP1
CLIP1-AS1	CLIP1-AS1
CLIP2	CLIP2
WBSCR4	CLIP2
CYLN2	CLIP2
WBSCR3	CLIP2
CLIP3	CLIP3
CLIP4	CLIP4
RSNL2	CLIP4
CLK1	CLK1
CLK2	CLK2
CLK2P1	CLK2P1
CLK2P	CLK2P1
CLK3	CLK3
CLK3P1	CLK3P1
CLK3P2	CLK3P2
CLK4	CLK4
CLLU1	CLLU1
CLLU1-AS1	CLLU1-AS1
CLLU1OS	CLLU1-AS1
CLMAT3	CLMAT3
CLMN	CLMN
CLMP	CLMP
CLN3	CLN3
BTS	CLN3
CLN5	CLN5
CLN6	CLN6
CLN8	CLN8
EPMR	CLN8
C8orf61	CLN8
CLN8-AS1	CLN8-AS1
CLNK	CLNK
CLNS1A	CLNS1A
CLCI	CLNS1A
CLNS1AP1	CLNS1AP1
CLNS1B	CLNS1AP1
CLOCK	CLOCK
CLP1	CLP1
CLPB	CLPB
CLPP	CLPP
CLPS	CLPS
CLPSL1	CLPSL1
C6orf127	CLPSL1
CLPSL2	CLPSL2
C6orf126	CLPSL2
CLPTM1	CLPTM1
CLPTM1L	CLPTM1L
CLPTM1LP1	CLPTM1LP1
CLPX	CLPX
CLRN1	CLRN1
USH3	CLRN1
USH3A	CLRN1
RP61	CLRN1
CLRN1-AS1	CLRN1-AS1
CLRN1OS	CLRN1-AS1
CLRN2	CLRN2
CLRN3	CLRN3
TMEM12	CLRN3
CLSPN	CLSPN
CLSTN1	CLSTN1
CLSTN2	CLSTN2
CLSTN2-AS1	CLSTN2-AS1
CLSTN3	CLSTN3
CLTA	CLTA
CLTB	CLTB
CLTC	CLTC
CLTCL2	CLTC
CLTCL1	CLTCL1
CLTCL	CLTCL1
CLTRN	CLTRN
TMEM27	CLTRN
CLU	CLU
CLI	CLU
APOJ	CLU
CLUAP1	CLUAP1
CLUH	CLUH
KIAA0664	CLUH
CLUHP1	CLUHP1
KIAA0664P1	CLUHP1
CLUHP2	CLUHP2
KIAA0664P2	CLUHP2
CLUHP3	CLUHP3
C16orf67	CLUHP3
KIAA0664P3	CLUHP3
KIAA0664L3	CLUHP3
CLUHP4	CLUHP4
KIAA0664P4	CLUHP4
CLUHP5	CLUHP5
KIAA0664P5	CLUHP5
CLUHP6	CLUHP6
CLUHP7	CLUHP7
CLUHP8	CLUHP8
CLUHP9	CLUHP9
CLUHP10	CLUHP10
CLUHP11	CLUHP11
CLUL1	CLUL1
CLVS1	CLVS1
RLBP1L1	CLVS1
CLVS2	CLVS2
C6orf212	CLVS2
C6orf213	CLVS2
RLBP1L2	CLVS2
CLXN	CLXN
EFCAB1	CLXN
CLYBL	CLYBL
CLYBL-AS1	CLYBL-AS1
CLYBL-AS2	CLYBL-AS2
CLYBL-AS3	CLYBL-AS3
CMA1	CMA1
CMAHP	CMAHP
CMAH	CMAHP
CMAS	CMAS
CMBL	CMBL
CMC1	CMC1
C3orf68	CMC1
CMC2	CMC2
C16orf61	CMC2
CMC4	CMC4
MTCP1	CMC4
MTCP1NB	CMC4
CMIP	CMIP
CMKLR1	CMKLR1
CMKLR2	CMKLR2
GPR1	CMKLR2
CMKLR2-AS	CMKLR2-AS
GPR1-AS1	CMKLR2-AS
GPR1-AS	CMKLR2-AS
CMPK1	CMPK1
CMPK	CMPK1
CMPK2	CMPK2
CMSS1	CMSS1
C3orf26	CMSS1
CMTM1	CMTM1
CKLFSF1	CMTM1
CMTM2	CMTM2
CKLFSF2	CMTM2
CMTM3	CMTM3
CKLFSF3	CMTM3
CMTM4	CMTM4
CKLFSF4	CMTM4
CMTM5	CMTM5
CKLFSF5	CMTM5
CMTM6	CMTM6
CKLFSF6	CMTM6
CMTM7	CMTM7
CKLFSF7	CMTM7
CMTM8	CMTM8
CKLFSF8	CMTM8
CMTR1	CMTR1
KIAA0082	CMTR1
FTSJD2	CMTR1
CMTR2	CMTR2
FTSJD1	CMTR2
CMYA5	CMYA5
C5orf10	CMYA5
CNBD1	CNBD1
CNBD2	CNBD2
C20orf152	CNBD2
CNMPD1	CNBD2
CNBP	CNBP
DM2	CNBP
ZNF9	CNBP
CNDP1	CNDP1
CNDP2	CNDP2
PEPA	CNDP2
CNEP1R1	CNEP1R1
C16orf69	CNEP1R1
TMEM188	CNEP1R1
CNEP1R1P1	CNEP1R1P1
CNFN	CNFN
CNGA1	CNGA1
CNCG1	CNGA1
CNCG	CNGA1
CNGA2	CNGA2
CNCA1	CNGA2
CNCA	CNGA2
CNGA3	CNGA3
CNCG3	CNGA3
ACHM2	CNGA3
CNGA4	CNGA4
CNCA2	CNGA4
CNGB2	CNGA4
CNGB1	CNGB1
CNCG2	CNGB1
CNCG3L	CNGB1
CNGB3	CNGB3
ACHM3	CNGB3
ACHM1	CNGB3
RMCH	CNGB3
CNIH1	CNIH1
CNIH	CNIH1
CNIH2	CNIH2
CNIH3	CNIH3
CNIH3-AS1	CNIH3-AS1
CNIH3-AS2	CNIH3-AS2
CNIH4	CNIH4
CNKSR1	CNKSR1
CNKSR2	CNKSR2
CNKSR3	CNKSR3
MAGI1	CNKSR3
CNMD	CNMD
MYETS1	CNMD
LECT1	CNMD
CNN1	CNN1
CNN2	CNN2
CNN2P1	CNN2P1
CNN2P2	CNN2P2
CNN2P3	CNN2P3
CNN2P4	CNN2P4
CNN2P5	CNN2P4
CNN2P6	CNN2P6
CNN2P7	CNN2P7
CNN2P8	CNN2P8
CNN2P9	CNN2P9
CNN2P10	CNN2P10
CNN2P11	CNN2P11
CNN2P12	CNN2P12
CNN3	CNN3
CNN3-DT	CNN3-DT
CNN3P1	CNN3P1
CNNM1	CNNM1
ACDP1	CNNM1
CNNM2	CNNM2
ACDP2	CNNM2
CNNM3	CNNM3
ACDP3	CNNM3
CNNM3-DT	CNNM3-DT
CNNM4	CNNM4
ACDP4	CNNM4
CNOT1	CNOT1
NOT1	CNOT1
CNOT2	CNOT2
NOT2	CNOT2
CNOT3	CNOT3
NOT3	CNOT3
CNOT4	CNOT4
NOT4	CNOT4
CNOT4P1	CNOT4P1
CNOT6	CNOT6
CNOT6L	CNOT6L
CNOT6LP1	CNOT6LP1
CNOT7	CNOT7
CAF1	CNOT7
CNOT7P1	CNOT7P1
CNOT7P2	CNOT7P2
CNOT8	CNOT8
POP2	CNOT8
CNOT9	CNOT9
RQCD1	CNOT9
CNOT10	CNOT10
CNOT10-AS1	CNOT10-AS1
CNOT11	CNOT11
C2orf29	CNOT11
CNP	CNP
CNPPD1	CNPPD1
C2orf24	CNPPD1
CNPY1	CNPY1
CNPY2	CNPY2
TMEM4	CNPY2
CNPY2-AS1	CNPY2-AS1
CNPY3	CNPY3
TNRC5	CNPY3
CNPY4	CNPY4
CNR1	CNR1
CNR	CNR1
CNR2	CNR2
CNRIP1	CNRIP1
C2orf32	CNRIP1
CNST	CNST
C1orf71	CNST
CNTD1	CNTD1
CNTD	CNTD1
CNTF	CNTF
CNTFR	CNTFR
CNTFR-AS1	CNTFR-AS1
CNTLN	CNTLN
C9orf101	CNTLN
C9orf39	CNTLN
CNTN1	CNTN1
CNTN2	CNTN2
TAX	CNTN2
AXT	CNTN2
CNTN3	CNTN3
PANG	CNTN3
CNTN4	CNTN4
CNTN4-AS1	CNTN4-AS1
CNTN4-AS2	CNTN4-AS2
CNTN5	CNTN5
CNTN6	CNTN6
CNTNAP1	CNTNAP1
NRXN4	CNTNAP1
CNTNAP2	CNTNAP2
CNTNAP2-AS1	CNTNAP2-AS1
CNTNAP3	CNTNAP3
CNTNAP3B	CNTNAP3B
CNTNAP3C	CNTNAP3C
CNTNAP3P1	CNTNAP3P1
CNTNAP3P2	CNTNAP3P2
CNTNAP3P3	CNTNAP3P3
CNTNAP3P4	CNTNAP3P4
CNTNAP3P5	CNTNAP3P5
CNTNAP3P6	CNTNAP3P6
CNTNAP3P7	CNTNAP3P7
CNTNAP3P8	CNTNAP3P8
CNTNAP3P9	CNTNAP3P9
CNTNAP4	CNTNAP4
CNTNAP5	CNTNAP5
CNTNAP5-DT	CNTNAP5-DT
CNTRL	CNTRL
CEP1	CNTRL
CEP110	CNTRL
CNTROB	CNTROB
COA1	COA1
C7orf44	COA1
COA3	COA3
CCDC56	COA3
COA4	COA4
CHCHD8	COA4
COA5	COA5
C2orf64	COA5
COA6	COA6
C1orf31	COA6
COA6-AS1	COA6-AS1
COA7	COA7
C1orf163	COA7
SELRC1	COA7
COA8	COA8
C14orf153	COA8
APOPT1	COA8
COASY	COASY
COBL	COBL
COBLL1	COBLL1
COBLP1	COBLP1
COCH	COCH
DFNA31	COCH
DFNA9	COCH
COG1	COG1
LDLB	COG1
COG2	COG2
LDLC	COG2
COG3	COG3
COG4	COG4
COG5	COG5
GOLTC1	COG5
COG6	COG6
COG7	COG7
COG8	COG8
COIL	COIL
COILP1	COILP1
COILP	COILP1
COILP2	COILP2
COL1A1	COL1A1
COL1A2	COL1A2
OI4	COL1A2
COL1A2-AS1	COL1A2-AS1
COL1AR	COL1AR
COL2A1	COL2A1
SEDC	COL2A1
AOM	COL2A1
COL3A1	COL3A1
EDS4A	COL3A1
COL4A1	COL4A1
COL4A2	COL4A2
COL4A2-AS1	COL4A2-AS1
COL4A2-AS2	COL4A2-AS2
COL4A3	COL4A3
COL4A4	COL4A4
COL4A5	COL4A5
ASLN	COL4A5
ATS	COL4A5
COL4A6	COL4A6
COL5A1	COL5A1
COL5A1-AS1	COL5A1-AS1
C9orf104	COL5A1-AS1
COL5A2	COL5A2
COL5A3	COL5A3
COL6A1	COL6A1
COL6A2	COL6A2
COL6A2-DT	COL6A2-DT
COL6A3	COL6A3
COL6A4P1	COL6A4P1
DVWA	COL6A4P1
COL6A4P2	COL6A4P2
COL6A5	COL6A5
COL29A1	COL6A5
COL6A6	COL6A6
COL7A1	COL7A1
EBDCT	COL7A1
EBD1	COL7A1
EBR1	COL7A1
COL8A1	COL8A1
C3orf7	COL8A1
COL8A2	COL8A2
FECD	COL8A2
COL9A1	COL9A1
COL9A2	COL9A2
EDM2	COL9A2
COL9A3	COL9A3
COL10A1	COL10A1
COL11A1	COL11A1
COLL6	COL11A1
DFNA37	COL11A1
COL11A2	COL11A2
DFNA13	COL11A2
DFNB53	COL11A2
COL11A2P1	COL11A2P1
COL11A2P	COL11A2P1
COL12A1	COL12A1
COL12A1L	COL12A1
COL13A1	COL13A1
COL14A1	COL14A1
UND	COL14A1
COL15A1	COL15A1
COL16A1	COL16A1
COL17A1	COL17A1
BPAG2	COL17A1
COL18A1	COL18A1
KNO	COL18A1
COL18A1-AS1	COL18A1-AS1
C21orf123	COL18A1-AS1
NCRNA00175	COL18A1-AS1
COL18A1-AS2	COL18A1-AS2
COL19A1	COL19A1
COL20A1	COL20A1
COL21A1	COL21A1
COL22A1	COL22A1
COL23A1	COL23A1
COL24A1	COL24A1
COL25A1	COL25A1
COL25A1-DT	COL25A1-DT
ZCCHC23	COL25A1-DT
COL26A1	COL26A1
EMID2	COL26A1
COL27A1	COL27A1
COL28A1	COL28A1
COLCA1	COLCA1
C11orf92	COLCA1
COLEC10	COLEC10
COLEC11	COLEC11
COLEC12	COLEC12
COLGALT1	COLGALT1
GLT25D1	COLGALT1
COLGALT2	COLGALT2
C1orf17	COLGALT2
GLT25D2	COLGALT2
COLQ	COLQ
COMETT	COMETT
LINC01510	COMETT
COMMD1	COMMD1
C2orf5	COMMD1
COMMD2	COMMD2
COMMD3	COMMD3
C10orf8	COMMD3
COMMD3-BMI1	COMMD3-BMI1
COMMD4	COMMD4
COMMD4P1	COMMD4P1
COMMD4P2	COMMD4P2
COMMD5	COMMD5
COMMD5P1	COMMD5P1
COMMD6	COMMD6
COMMD7	COMMD7
C20orf92	COMMD7
COMMD8	COMMD8
COMMD9	COMMD9
COMMD10	COMMD10
COMP	COMP
PSACH	COMP
EDM1	COMP
EPD1	COMP
COMT	COMT
COMTD1	COMTD1
COP1	COP1
RFWD2	COP1
COP1-DT	COP1-DT
COP1P1	COP1P1
RFWD2P	COP1P1
RFWD2P1	COP1P1
COPA	COPA
COPB1	COPB1
COPB	COPB1
COPB2	COPB2
COPB2-DT	COPB2-DT
COPDA1	COPDA1
COPE	COPE
COPG1	COPG1
COPG	COPG1
COPG2	COPG2
COPG2IT1	COPG2IT1
COPRS	COPRS
C17orf79	COPRS
COPRSP1	COPRSP1
COPS2	COPS2
COPS3	COPS3
COPS3P1	COPS3P1
COPS4	COPS4
COPS5	COPS5
COPS5P1	COPS5P1
COPS5P	COPS5P1
COPS5P2	COPS5P2
COPS6	COPS6
COPS7A	COPS7A
COPS7B	COPS7B
COPS8	COPS8
COPS8-DT	COPS8-DT
COPS8P1	COPS8P1
COPS8P2	COPS8P2
COPS8P3	COPS8P3
COPS9	COPS9
MYEOV2	COPS9
COPZ1	COPZ1
COPZ	COPZ1
COPZ2	COPZ2
COQ2	COQ2
COQ3	COQ3
COQ4	COQ4
COQ5	COQ5
COQ6	COQ6
COQ7	COQ7
COQ7-DT	COQ7-DT
COQ8A	COQ8A
CABC1	COQ8A
ADCK3	COQ8A
COQ8B	COQ8B
ADCK4	COQ8B
COQ9	COQ9
C16orf49	COQ9
COQ10A	COQ10A
COQ10B	COQ10B
COQ10BP1	COQ10BP1
COQ10BP2	COQ10BP2
CORIN	CORIN
CORO1A	CORO1A
CORO1A-AS1	CORO1A-AS1
CORO1B	CORO1B
CORO1C	CORO1C
CORO1CP1	CORO1CP1
CORO2A	CORO2A
CORO2B	CORO2B
CORO6	CORO6
CORO7	CORO7
CORO7-PAM16	CORO7-PAM16
CORT	CORT
COSMOC	COSMOC
COTL1	COTL1
COTL1P1	COTL1P1
CLPSMCR	COTL1P1
COTL1P2	COTL1P2
CLPSMCR	COTL1P2
COX4I1	COX4I1
COX4	COX4I1
COX4I1P1	COX4I1P1
COX4P1	COX4I1P1
COX4L1	COX4I1P1
COX4I1P2	COX4I1P2
COX4I2	COX4I2
COX4L2	COX4I2
COX5A	COX5A
COX5AP1	COX5AP1
COX5AP2	COX5AP2
COX5B	COX5B
COX5BP1	COX5BP1
COX5BL1	COX5BP1
COX5BP2	COX5BP2
COX5BL2	COX5BP2
COX5BP3	COX5BP3
COX5BL3	COX5BP3
COX5BP4	COX5BP4
COX5BL4	COX5BP4
COX5BP5	COX5BP5
COX5BL5	COX5BP5
COX5BP6	COX5BP6
COX5BL6	COX5BP6
COX5BP7	COX5BP7
COX5BL7	COX5BP7
COX5BP8	COX5BP8
COX6A1	COX6A1
COX6A	COX6A1
COX6A1P1	COX6A1P1
COX6A1P	COX6A1P1
COX6A1P2	COX6A1P2
COX6A1P3	COX6A1P3
COX6A1P4	COX6A1P4
COX6A1P5	COX6A1P5
COX6A1P6	COX6A1P6
COX6A1P7	COX6A1P7
COX6A2	COX6A2
COX6B1	COX6B1
COX6B	COX6B1
COX6B1P1	COX6B1P1
COX6BP1	COX6B1P1
COX6B1P2	COX6B1P2
COX6BP2	COX6B1P2
COX6B1P3	COX6B1P3
COX6BP3	COX6B1P3
COX6B1P4	COX6B1P4
COX6BP4	COX6B1P4
COX6B1P5	COX6B1P5
COX6B1P6	COX6B1P6
COX6B1P7	COX6B1P7
COX6B2	COX6B2
COX6C	COX6C
COX6CP1	COX6CP1
COX6CP2	COX6CP2
COX6CP3	COX6CP3
COX6CP4	COX6CP4
COX6CP5	COX6CP5
COX6CP6	COX6CP6
COX6CP7	COX6CP7
COX6CP8	COX6CP8
COX6CP9	COX6CP9
COX6CP10	COX6CP10
COX6CP11	COX6CP11
COX6CP12	COX6CP12
COX6CP13	COX6CP13
COX6CP14	COX6CP14
COX6CP15	COX6CP15
COX6CP16	COX6CP16
COX6CP17	COX6CP17
COX6CP18	COX6CP18
COX7A1	COX7A1
COX7A	COX7A1
COX7A2	COX7A2
COX7A2L	COX7A2L
COX7A2P1	COX7A2P1
COX7A3P	COX7A2P1
COX7AP1	COX7A2P1
COX7A2P2	COX7A2P2
COX7A3	COX7A2P2
COX7AP2	COX7A2P2
COX7B	COX7B
COX7B2	COX7B2
COX7BP1	COX7BP1
COX7BP2	COX7BP2
COX7BP3	COX7BP3
COX7BP4	COX7BP4
COX7BP6	COX7BP6
COX7C	COX7C
COX7CP1	COX7CP1
COX7CP2	COX7CP2
COX7CP3	COX7CP3
COX7CP4	COX7CP4
COX8A	COX8A
COX8	COX8A
COX8BP	COX8BP
COX8B	COX8BP
COX8C	COX8C
COX10	COX10
COX10-DT	COX10-DT
COX10AS	COX10-DT
COX10-AS	COX10-DT
COX10-AS1	COX10-DT
COX11	COX11
COX11P1	COX11P1
COX11P	COX11P1
COX14	COX14
C12orf62	COX14
COX15	COX15
COX16	COX16
C14orf112	COX16
COX17	COX17
COX17P1	COX17P1
COX17P	COX17P1
COX18	COX18
COX19	COX19
COX20	COX20
FAM36A	COX20
COX20P1	COX20P1
FAM36B	COX20P1
COX20P2	COX20P2
CP	CP
CPA1	CPA1
CPA	CPA1
CPA2	CPA2
CPA3	CPA3
CPA4	CPA4
CPA5	CPA5
CPA6	CPA6
CPAMD8	CPAMD8
CPB1	CPB1
CPB2	CPB2
CPB2-AS1	CPB2-AS1
CPD	CPD
CPDP1	CPDP1
CPE	CPE
CPEB1	CPEB1
CPEB1-AS1	CPEB1-AS1
CPEB2	CPEB2
CPEB2-DT	CPEB2-DT
CPEB2-AS1	CPEB2-DT
CPEB3	CPEB3
CPEB4	CPEB4
CPED1	CPED1
C7orf58	CPED1
CPHL1P	CPHL1P
CPHL1	CPHL1P
CPHXL	CPHXL
CPHXL2	CPHXL2
CPLANE1	CPLANE1
C5orf42	CPLANE1
CPLANE1-AS1	CPLANE1-AS1
CPLANE2	CPLANE2
C1orf89	CPLANE2
RSG1	CPLANE2
CPLX1	CPLX1
CPLX2	CPLX2
CPLX3	CPLX3
CPLX4	CPLX4
CPM	CPM
CPMER	CPMER
CPN1	CPN1
