Old	New
RNUT1	SNUPN
SNURPORTIN-1	SNUPN
SNURPORTIN1	SNUPN
SNURF	SNURF
SNURFL	SNURFL
CXorf19	SNURFL
SNW1	SNW1
SKIIP	SNW1
NCOA-62	SNW1
SKIP	SNW1
PRP45	SNW1
PRPF45	SNW1
BX42	SNW1
SKIP1	SNW1
FUN20	SNW1
SNX1	SNX1
SNX1A	SNX1
MGC8664	SNX1
HST17379	SNX1
VPS5	SNX1
SNX2	SNX2
SNX2P1	SNX2P1
SNX2P2	SNX2P2
SNX3	SNX3
GRD19	SNX3
SNX3P1X	SNX3P1X
SNX3P1Y	SNX3P1Y
SNX4	SNX4
ATG24B	SNX4
SNX5	SNX5
SNX5P1	SNX5P1
SNX5P2	SNX5P2
SNX6	SNX6
SNX6P1	SNX6P1
SNX7	SNX7
SNX8	SNX8
MVP1	SNX8
SNX9	SNX9
SH3PX1	SNX9
SDP1	SNX9
SH3PXD3A	SNX9
SNX10	SNX10
SNX11	SNX11
SNX12	SNX12
SNX13	SNX13
RGS-PX1	SNX13
KIAA0713	SNX13
SNX14	SNX14
RGS-PX2	SNX14
SNX15	SNX15
SNX16	SNX16
SNX17	SNX17
KIAA0064	SNX17
SNX18	SNX18
SNAG1	SNX18
SH3PX2	SNX18
SH3PXD3B	SNX18
SNX18P1Y	SNX18P1Y
SNX18P2	SNX18P2
SNX18P3	SNX18P3
SNX18P4	SNX18P4
SNX18P5	SNX18P5
SNX18P6	SNX18P5
SNX18P7	SNX18P7
SNX18P8	SNX18P8
SNX18P9	SNX18P9
SNX18P10	SNX18P10
SNX18P11	SNX18P11
SNX18P12	SNX18P12
SNX18P13	SNX18P13
SNX18P14	SNX18P14
SNX18P15	SNX18P15
SNX18P16	SNX18P16
SNX18P17	SNX18P17
SNX18P18	SNX18P18
SNX18P19	SNX18P19
SNX18P20	SNX18P20
SNX18P21	SNX18P21
SNX18P22	SNX18P22
SNX18P23	SNX18P23
SNX18P24	SNX18P24
SNX18P25	SNX18P25
SNX18P26	SNX18P26
SNX18P27	SNX18P27
SNX19	SNX19
KIAA0254	SNX19
CHET8	SNX19
SNX19P1	SNX19P1
SNX19P	SNX19P1
SNX19P2	SNX19P2
SNX19P3	SNX19P3
SNX19P4	SNX19P4
SNX20	SNX20
SLIC-1	SNX20
SLIC1	SNX20
SNX21	SNX21
C20orf161	SNX21
DJ337O18.4	SNX21
SNX-L	SNX21
SNX22	SNX22
FLJ13952	SNX22
SNX24	SNX24
SBBI31	SNX24
SNX25	SNX25
SBBI31	SNX25
SNX25P1	SNX25P1
SNX27	SNX27
MY014	SNX27
KIAA0488	SNX27
MGC20471	SNX27
SNX29	SNX29
RUNDC2A	SNX29
FLJ12363	SNX29
SNX29P1	SNX29P1
RUNDC2B	SNX29P1
SNX29P2	SNX29P2
RUNDC2C	SNX29P2
SNX30	SNX30
ATG24A	SNX30
SNX31	SNX31
MGC39715	SNX31
SNX32	SNX32
SNX6B	SNX32
FLJ30934	SNX32
SNX33	SNX33
SH3PX3	SNX33
MGC32065	SNX33
SH3PXD3C	SNX33
SNX30	SNX33
SNX33P1	SNX33P1
SOAT1	SOAT1
SOAT	SOAT1
STAT	SOAT1
ACAT	SOAT1
SOAT2	SOAT2
ACAT2	SOAT2
SOBP	SOBP
FLJ10159	SOBP
SOCS1	SOCS1
SOCS-1	SOCS1
SSI-1	SOCS1
JAB	SOCS1
TIP3	SOCS1
CISH1	SOCS1
SOCS2	SOCS2
STATI2	SOCS2
SSI2	SOCS2
SOCS-2	SOCS2
SSI-2	SOCS2
CIS2	SOCS2
CISH2	SOCS2
SOCS2-AS1	SOCS2-AS1
SOCS2P1	SOCS2P1
SOCS2P2	SOCS2P2
SOCS3	SOCS3
SSI-3	SOCS3
CIS3	SOCS3
SOCS-3	SOCS3
CISH3	SOCS3
SOCS4	SOCS4
SOCS7	SOCS4
SOCS5	SOCS5
KIAA0671	SOCS5
SOCS-5	SOCS5
CIS6	SOCS5
CISH6	SOCS5
CISH5	SOCS5
SOCS5P1	SOCS5P1
SOCS5P2	SOCS5P2
SOCS5P3	SOCS5P3
SOCS5P4	SOCS5P4
SOCS5P5	SOCS5P5
SOCS6	SOCS6
SOCS4	SOCS6
CIS4	SOCS6
SSI4	SOCS6
HSPC060	SOCS6
STATI4	SOCS6
STAI4	SOCS6
CISH4	SOCS6
SOCS7	SOCS7
NAP4	SOCS7
NCKAP4	SOCS7
SOD1	SOD1
ALS	SOD1
ALS1	SOD1
IPOA	SOD1
SOD1P1	SOD1P1
SOD1P2	SOD1P2
SOD1P3	SOD1P3
SOD2	SOD2
SOD2-OT1	SOD2-OT1
SOD2P1	SOD2P1
SOD3	SOD3
EC-SOD	SOD3
SOGA1	SOGA1
C20orf117	SOGA1
KIAA0889	SOGA1
DJ132F21.1	SOGA1
FLJ44670	SOGA1
SOGA	SOGA1
SOGA3	SOGA3
C6orf174	SOGA3
DJ403A15.3	SOGA3
SOHLH1	SOHLH1
C9orf157	SOHLH1
NOHLH	SOHLH1
TEB2	SOHLH1
BA100C15.3	SOHLH1
BHLHE80	SOHLH1
SPATA27	SOHLH1
SOHLH2	SOHLH2
FLJ20449	SOHLH2
TEB1	SOHLH2
BHLHE81	SOHLH2
SPATA28	SOHLH2
SON	SON
C21orf50	SON
DBP-5	SON
NREBP	SON
KIAA1019	SON
BASS1	SON
FLJ21099	SON
FLJ33914	SON
SONP1	SONP1
SORBS1	SORBS1
SH3D5	SORBS1
FLJ12406	SORBS1
CAP	SORBS1
SH3P12	SORBS1
PONSIN	SORBS1
KIAA1296	SORBS1
SORBS2	SORBS2
ARGBP2	SORBS2
KIAA0777	SORBS2
SORBS3	SORBS3
SCAM-1	SORBS3
SH3D4	SORBS3
VINEXIN	SORBS3
SORCS1	SORCS1
SORCS1	SORCS1
SORCS2	SORCS2
KIAA1329	SORCS2
SORCS3	SORCS3
KIAA1059	SORCS3
SORCS	SORCS3
SORCS3-AS1	SORCS3-AS1
SORD	SORD
SORD2P	SORD2P
SORL1	SORL1
C11orf32	SORL1
GP250	SORL1
LR11	SORL1
LRP9	SORL1
SORLA	SORL1
SORLA-1	SORL1
SORT1	SORT1
GP95	SORT1
NT3	SORT1
SOS1	SOS1
GINGF	SOS1
HGF	SOS1
GF1	SOS1
SOS1-IT1	SOS1-IT1
SOS2	SOS2
SOST	SOST
VBCH	SOST
DAND6	SOST
SOSTDC1	SOSTDC1
DKFZP564D206	SOSTDC1
USAG1	SOSTDC1
DAND7	SOSTDC1
SOWAHA	SOWAHA
ANKRD43	SOWAHA
SOWAHB	SOWAHB
ANKRD56	SOWAHB
SOWAHC	SOWAHC
C2orf26	SOWAHC
ANKRD57	SOWAHC
FLJ21870	SOWAHC
SOWAHD	SOWAHD
ANKRD58	SOWAHD
SOX1	SOX1
SOX1-OT	SOX1-OT
LINC00403	SOX1-OT
SOX2	SOX2
SOX2-OT	SOX2-OT
SOX2OT	SOX2-OT
DKFZP761J1324	SOX2-OT
NCRNA00043	SOX2-OT
SOX3	SOX3
PHP	SOX3
SOX4	SOX4
SOX5	SOX5
L-SOX5	SOX5
MGC35153	SOX5
SOX5-AS1	SOX5-AS1
SOX5P1	SOX5P1
SOX5P	SOX5P1
SOX29	SOX5P1
SOX6	SOX6
SOX7	SOX7
SOX8	SOX8
SOX9	SOX9
CMD1	SOX9
CMPD1	SOX9
SRA1	SOX9
SOX9-AS1	SOX9-AS1
FLJ37644	SOX9-AS1
SOX10	SOX10
DOM	SOX10
WS4	SOX10
WS2E	SOX10
SOX11	SOX11
SOX12	SOX12
SOX22	SOX12
SOX13	SOX13
SOX-13	SOX13
ICA12	SOX13
MGC117216	SOX13
SOX14	SOX14
SOX28	SOX14
SOX15	SOX15
SOX20	SOX15
SOX27	SOX15
SOX26	SOX15
SOX17	SOX17
SOX18	SOX18
SOX21	SOX21
SOX25	SOX21
SOX21-AS1	SOX21-AS1
SOX30	SOX30
SOX30P1	SOX30P1
SP1	SP1
SP2	SP2
KIAA0048	SP2
SP2-AS1	SP2-AS1
SP3	SP3
SPR-2	SP3
SP3P	SP3P
SP4	SP4
SPR-1	SP4
HF1B	SP4
MGC130008	SP4
MGC130009	SP4
SP5	SP5
SP6	SP6
KLF14	SP6
EPFN	SP6
SP7	SP7
OSTERIX	SP7
OSX	SP7
SP8	SP8
SP9	SP9
ZNF990	SP9
SP100	SP100
SP110	SP110
IFI41	SP110
IFI75	SP110
SP140	SP140
LYSP100-B	SP140
LYSP100-A	SP140
SP140L	SP140L
SPA17	SPA17
SP17	SPA17
CT22	SPA17
SPA17P1	SPA17P1
SP17-2	SPA17P1
SPAAR	SPAAR
LINC00961	SPAAR
SPAR	SPAAR
SPACA1	SPACA1
SAMP32	SPACA1
SPACA3	SPACA3
ALLP17	SPACA3
SLLP1	SPACA3
LYC3	SPACA3
LYZL3	SPACA3
CT54	SPACA3
SPACA4	SPACA4
SAMP14	SPACA4
SPACA5	SPACA5
SLLP2	SPACA5
LYZL5	SPACA5
LYC5	SPACA5
UNQ6288	SPACA5
DJ54B20.3	SPACA5
PNPK6288	SPACA5
SPACA5B	SPACA5B
LYZL5B	SPACA5B
SPACA6	SPACA6
NCRNA00085	SPACA6
LINC00085	SPACA6
SPACA6P	SPACA6
LET7EH	SPACA6
SPACA6P-AS	SPACA6P-AS
LINC01129	SPACA6P-AS
SPACA7	SPACA7
C13orf28	SPACA7
SPACA9	SPACA9
C9orf9	SPACA9
MAST	SPACA9
SPAG1	SPAG1
SP75	SPAG1
FLJ32920	SPAG1
HSD-3.8	SPAG1
TPIS	SPAG1
CT140	SPAG1
CILD28	SPAG1
SPAG4	SPAG4
SUN4	SPAG4
CT127	SPAG4
SPAG5	SPAG5
DEEPEST	SPAG5
MAP126	SPAG5
HMAP126	SPAG5
SPAG5-AS1	SPAG5-AS1
SPAG6	SPAG6
REPRO-SA-1	SPAG6
PF16	SPAG6
CT141	SPAG6
SPAG7	SPAG7
FSA-1	SPAG7
ACRP	SPAG7
MGC20134	SPAG7
SPAG8	SPAG8
HSMP-1	SPAG8
HSD-1	SPAG8
BS-84	SPAG8
SPAG3	SPAG8
CT142	SPAG8
SPAG9	SPAG9
HSS	SPAG9
SYD1	SPAG9
KIAA0516	SPAG9
MGC14967	SPAG9
MGC74461	SPAG9
MGC117291	SPAG9
JLP	SPAG9
PHET	SPAG9
HLC4	SPAG9
FLJ13450	SPAG9
FLJ14006	SPAG9
FLJ26141	SPAG9
FLJ34602	SPAG9
CT89	SPAG9
JIP4	SPAG9
JIP-4	SPAG9
PIG6	SPAG9
SPAG11A	SPAG11A
HE2	SPAG11A
EDDM2A	SPAG11A
SPAG11B	SPAG11B
HE2	SPAG11B
EP2	SPAG11B
EP2C	SPAG11B
EP2D	SPAG11B
EDDM2B	SPAG11B
SPAG16	SPAG16
PF20	SPAG16
FLJ22724	SPAG16
DKFZP666P1710	SPAG16
WDR29	SPAG16
SPAG17	SPAG17
FLJ34497	SPAG17
PF6	SPAG17
RP4-776P7.2	SPAG17
CT143	SPAG17
SPAM1	SPAM1
HYAL5	SPAM1
PH-20	SPAM1
SPAG15	SPAM1
SPANXA1	SPANXA1
SPANX	SPANXA1
NAP-X	SPANXA1
SPAN-XA	SPANXA1
SPAN-XB	SPANXA1
CT11.1	SPANXA1
SPANXA2	SPANXA2
SPANX	SPANXA2
SPANXA2-OT1	SPANXA2-OT1
CXorf18	SPANXA2-OT1
FLJ36186	SPANXA2-OT1
SPANXB1	SPANXB1
SPANXB2	SPANXB1
SPANXF1	SPANXB1
SPANXF2	SPANXB1
CT11.2	SPANXB1
SPANXC	SPANXC
CTP11	SPANXC
CT11.3	SPANXC
SPANXD	SPANXD
SPANXE	SPANXD
CT11.4	SPANXD
SPANXN1	SPANXN1
SPANX-N1	SPANXN1
CT11.6	SPANXN1
SPANXN2	SPANXN2
SPANX-N2	SPANXN2
CT11.7	SPANXN2
SPANXN3	SPANXN3
SPANX-N3	SPANXN3
CT11.8	SPANXN3
SPANXN4	SPANXN4
SPANX-N4	SPANXN4
CT11.9	SPANXN4
SPANXN5	SPANXN5
SPANX-N5	SPANXN5
CT11.10	SPANXN5
SPARC	SPARC
ON	SPARC
SPARCL1	SPARCL1
MAST9	SPARCL1
SPART	SPART
SPG20	SPART
KIAA0610	SPART
TAHCCP1	SPART
SPART-AS1	SPART-AS1
C13orf43	SPART-AS1
SPG20OS	SPART-AS1
SPG20-AS1	SPART-AS1
SPAST	SPAST
SPG4	SPAST
FSP2	SPAST
ADPSP	SPAST
KIAA1083	SPAST
SPATA1	SPATA1
SP-2	SPATA1
SPATA2	SPATA2
KIAA0757	SPATA2
PD1	SPATA2
TAMO	SPATA2
PPP1R145	SPATA2
SPATA2L	SPATA2L
C16orf76	SPATA2L
MGC26885	SPATA2L
TAMO	SPATA2L
SPATA2P1	SPATA2P1
SPATA3	SPATA3
TSARG1	SPATA3
SPATA3-AS1	SPATA3-AS1
SPATA4	SPATA4
TSARG2	SPATA4
SPEF1B	SPATA4
SPATA5	SPATA5
SPAF	SPATA5
AFG2	SPATA5
SPATA5L1	SPATA5L1
MGC5347	SPATA5L1
FLJ12286	SPATA5L1
SPATA6	SPATA6
SRF1	SPATA6
FLJ10007	SPATA6
SRF-1	SPATA6
SPATA6L	SPATA6L
C9orf68	SPATA6L
FLJ10058	SPATA6L
SPATA7	SPATA7
LCA3	SPATA7
HSD3	SPATA7
SPATA8	SPATA8
MGC44294	SPATA8
SPATA8-AS1	SPATA8-AS1
SPATA9	SPATA9
NYD-SP16	SPATA9
FLJ35906	SPATA9
SPATA12	SPATA12
SPATA13	SPATA13
FLJ31208	SPATA13
ARHGEF29	SPATA13
SPATA13-AS1	SPATA13-AS1
SPATA16	SPATA16
NYD-SP12	SPATA16
SPATA17	SPATA17
IQCH	SPATA17
SPATA17-AS1	SPATA17-AS1
SPATA18	SPATA18
FLJ32906	SPATA18
SPATA19	SPATA19
FLJ25851	SPATA19
SPERGEN1	SPATA19
SPAS1	SPATA19
CT132	SPATA19
SPATA20	SPATA20
FLJ21347	SPATA20
SSP411	SPATA20
TISP78	SPATA20
SPATA20P1	SPATA20P1
SPATA21	SPATA21
SPERGEN-2	SPATA21
SPERGEN2	SPATA21
SPATA22	SPATA22
NYD-SP20	SPATA22
SPATA24	SPATA24
T6441	SPATA24
CCDC161	SPATA24
SPATA25	SPATA25
C20orf165	SPATA25
DJ337O18.8	SPATA25
TSG23	SPATA25
SPATA31A1	SPATA31A1
C9orf36	SPATA31A1
FAM75A1	SPATA31A1
SPATA31A2	SPATA31A1
FAM75A2	SPATA31A1
DKFZP434B204	SPATA31A1
C9ORF36A	SPATA31A1
SPATA31A3	SPATA31A3
FAM75A3	SPATA31A3
OTTHUMG00000013164	SPATA31A3
DKFZP434B204	SPATA31A3
SPATA31A5	SPATA31A5
FAM75A5	SPATA31A5
OTTHUMG00000013204	SPATA31A5
SPATA31A6	SPATA31A6
FAM75A6	SPATA31A6
OTTHUMG00000013224	SPATA31A6
SPATA31A7	SPATA31A7
FAM75A7	SPATA31A7
SPATA31A4	SPATA31A7
FAM75A4	SPATA31A7
SPATA31B1P	SPATA31B1P
C9orf36B	SPATA31B1P
FAM75B	SPATA31B1P
SPATA31B1	SPATA31B1P
BA388B24.2	SPATA31B1P
SPATA31C1	SPATA31C1
FAM75C1	SPATA31C1
FLJ36055	SPATA31C1
SPATA31C2	SPATA31C2
FAM75C2	SPATA31C2
DKFZP434M131	SPATA31C2
SPATA31D1	SPATA31D1
FAM75D1	SPATA31D1
FLJ46321	SPATA31D1
SPATA31D2P	SPATA31D2P
FAM75D2P	SPATA31D2P
SPATA31D3	SPATA31D3
FAM75D3	SPATA31D3
FLJ44082	SPATA31D3
SPATA31D4	SPATA31D4
FAM75D4	SPATA31D4
FLJ43859	SPATA31D4
SPATA31D5P	SPATA31D5P
FAM75D5	SPATA31D5P
FLJ43950	SPATA31D5P
FAM75D5P	SPATA31D5P
SPATA31E1	SPATA31E1
C9orf79	SPATA31E1
FAM75E1	SPATA31E1
FLJ35866	SPATA31E1
SPATA31E2P	SPATA31E2P
FAM75E2P	SPATA31E2P
SPATA31E3P	SPATA31E3P
FAM75E3P	SPATA31E3P
SPATA32	SPATA32
C17orf46	SPATA32
TEX34	SPATA32
FLJ25414	SPATA32
AEP2	SPATA32
VAD1.2	SPATA32
SPATA33	SPATA33
C16orf55	SPATA33
FLJ31606	SPATA33
SPATA41	SPATA41
FLJ42289	SPATA41
HSD47	SPATA41
SPATA42	SPATA42
SRG7	SPATA42
AKNAD1-AS1	SPATA42
SPATA45	SPATA45
C1orf227	SPATA45
LOC149643	SPATA45
SPATA46	SPATA46
C1orf111	SPATA46
SPATA48	SPATA48
C7orf72	SPATA48
SPATC1	SPATC1
MGC61633	SPATC1
SPATA15	SPATC1
SPERIOLIN	SPATC1
SPATC1L	SPATC1L
C21orf56	SPATC1L
SPATS1	SPATS1
SPATA8	SPATS1
FLJ25442	SPATS1
SRSP1	SPATS1
SPATS2	SPATS2
SPATA10	SPATS2
SCR59	SPATS2
FLJ13117	SPATS2
SPATS2L	SPATS2L
DNAPTP6	SPATS2L
SGNP	SPATS2L
SPC24	SPC24
SPBC24	SPC24
FLJ90806	SPC24
SPC25	SPC25
SPBC25	SPC25
MGC22228	SPC25
AD024	SPC25
SPCS1	SPCS1
SPC12	SPCS1
HSPC033	SPCS1
YJR010C-A	SPCS1
SPC1	SPCS1
SPCS2	SPCS2
KIAA0102	SPCS2
SPCS2P1	SPCS2P1
SPCS2P	SPCS2P1
SPCS2P2	SPCS2P2
SPCS2P3	SPCS2P3
SPCS2P4	SPCS2P4
SPCS3	SPCS3
FLJ22649	SPCS3
SPC22/23	SPCS3
SPC3	SPCS3
YLR066W	SPCS3
PRO3567	SPCS3
SPDEF	SPDEF
PDEF	SPDEF
BA375E1.3	SPDEF
SPDL1	SPDL1
CCDC99	SPDL1
FLJ20364	SPDL1
HSPINDLY	SPDL1
SPDYA	SPDYA
SPDY1	SPDYA
SPY1	SPDYA
RINGO3	SPDYA
SPDYC	SPDYC
RINGO2	SPDYC
SPDYE1	SPDYE1
WBSCR19	SPDYE1
RINGO1	SPDYE1
SPDYE	SPDYE1
SPDYE2	SPDYE2
MGC119295	SPDYE2
SPDYE2B	SPDYE2B
SPDYE3	SPDYE3
SPDYE4	SPDYE4
SPDYE5	SPDYE5
SPDYE6	SPDYE6
SPDYE7P	SPDYE7P
SPDYE8P	SPDYE8P
SPDYE9P	SPDYE9P
SPDYE10P	SPDYE10P
SPDYE11	SPDYE11
SPDYE12P	SPDYE12P
SPDYE13P	SPDYE13P
SPDYE14P	SPDYE14P
SPDYE15P	SPDYE15P
SPDYE16	SPDYE16
SPDYE17	SPDYE17
SPDYE18	SPDYE18
SPDYE19P	SPDYE19P
SPDYE20P	SPDYE20P
SPDYE21P	SPDYE21P
SPDYE22P	SPDYE22P
SPECC1	SPECC1
CYTSB	SPECC1
HCMOGT-1	SPECC1
FLJ36955	SPECC1
NSP	SPECC1
SPECC1L	SPECC1L
CYTSA	SPECC1L
KIAA0376	SPECC1L
SPECC1L-ADORA2A	SPECC1L-ADORA2A
SPECC1P1	SPECC1P1
SPECC1P2	SPECC1P2
SPEF1	SPEF1
C20orf28	SPEF1
DKFZP434I114	SPEF1
SPEF1A	SPEF1
CLAMP	SPEF1
SPEF2	SPEF2
KPL2	SPEF2
FLJ23577	SPEF2
CT122	SPEF2
SPEG	SPEG
APEG1	SPEG
MGC12676	SPEG
KIAA1297	SPEG
SPEGALPHA	SPEG
SPEGBETA	SPEG
BPEG	SPEG
MYLK6	SPEG
SPEGNB	SPEGNB
SPEM1	SPEM1
C17orf83	SPEM1
FLJ40081	SPEM1
SPEM2	SPEM2
C17orf74	SPEM2
SPEM3	SPEM3
SPEN	SPEN
KIAA0929	SPEN
MINT	SPEN
SHARP	SPEN
RBM15C	SPEN
SPERT	SPERT
NURIT	SPERT
CBY2	SPERT
SPESP1	SPESP1
SP-ESP	SPESP1
SPG3B	SPG3B
SPG5B	SPG5B
SPG7	SPG7
CMAR	SPG7
CAR	SPG7
SPG5C	SPG7
SPG11	SPG11
KIAA1840	SPG11
FLJ21439	SPG11
SPG14	SPG14
SPG16	SPG16
SPG19	SPG19
SPG21	SPG21
ACP33	SPG21
GL010	SPG21
BM-019	SPG21
MAST	SPG21
ABHD21	SPG21
SPG23	SPG23
SPG24	SPG24
SPG25	SPG25
SPG27	SPG27
SPG29	SPG29
SPG32	SPG32
SPG29	SPG32
SPG34	SPG34
SPG36	SPG36
SPG37	SPG37
SPG38	SPG38
SPG41	SPG41
SPG45	SPG45
SPG56	SPG56
SPHAR	SPHAR
SPHK1	SPHK1
SPHK	SPHK1
SPHK2	SPHK2
SPHKAP	SPHKAP
SKIP	SPHKAP
SPI1	SPI1
PU.1	SPI1
SPI-A	SPI1
OF	SPI1
SFPI1	SPI1
SPI-1	SPI1
SPIB	SPIB
SPI-B	SPIB
SPIC	SPIC
MGC40611	SPIC
SPI-C	SPIC
SPICE1	SPICE1
CCDC52	SPICE1
SPICE	SPICE1
SPIDR	SPIDR
KIAA0146	SPIDR
SPIN1	SPIN1
SPIN	SPIN1
TDRD24	SPIN1
SPIN2A	SPIN2A
SPIN2	SPIN2A
DXF34	SPIN2A
TDRD25	SPIN2A
SPIN2B	SPIN2B
SPIN-2	SPIN2B
TDRD26	SPIN2B
SPIN3	SPIN3
TDRD27	SPIN3
SPIN4	SPIN4
FLJ44984	SPIN4
TDRD28	SPIN4
SPIN4-AS1	SPIN4-AS1
SPINDOC	SPINDOC
C11orf84	SPINDOC
SPIN-DOC	SPINDOC
SPINK1	SPINK1
SPINK3	SPINK1
PCTT	SPINK1
PSTI	SPINK1
TATI	SPINK1
SPINK2	SPINK2
HUSI-II	SPINK2
SPINK4	SPINK4
PEC-60	SPINK4
MGC133107	SPINK4
SPINK5	SPINK5
VAKTI	SPINK5
LEKTI	SPINK5
LETKI	SPINK5
NETS	SPINK5
NS	SPINK5
FLJ21544	SPINK5
FLJ97536	SPINK5
FLJ97596	SPINK5
FLJ99794	SPINK5
DKFZP686K19184	SPINK5
SPINK6	SPINK6
MGC21394	SPINK6
UNQ844	SPINK6
BUSI2	SPINK6
SPINK7	SPINK7
ECG2	SPINK7
ECRG2	SPINK7
SPINK8	SPINK8
SPINK9	SPINK9
SPINK13	SPINK13
SPINK5L3	SPINK13
LIESP6	SPINK13
HESPINTOR	SPINK13
MGC149260	SPINK13
SPINK14	SPINK14
SPINK5L2	SPINK14
SPINT1	SPINT1
HAI	SPINT1
MANSC2	SPINT1
SPINT1-AS1	SPINT1-AS1
RP11-532F12.5	SPINT1-AS1
SPINT2	SPINT2
KOP	SPINT2
HAI-2	SPINT2
SPINT3	SPINT3
HKIB9	SPINT3
SPINT4	SPINT4
C20orf137	SPINT4
DJ601O1.1	SPINT4
SPINT5P	SPINT5P
C20orf168	SPINT5P
DJ447F3.6	SPINT5P
SPIRE1	SPIRE1
SPIR-1	SPIRE1
KIAA1135	SPIRE1
SPIRE2	SPIRE2
SPIR-2	SPIRE2
KIAA1832	SPIRE2
SPN	SPN
LSN	SPN
CD43	SPN
GPL115	SPN
SPNS1	SPNS1
HSPIN1	SPNS1
NRS	SPNS1
SPINL	SPNS1
PP2030	SPNS1
SPIN1	SPNS1
LAT	SPNS1
SPNS2	SPNS2
SPNS3	SPNS3
MGC29671	SPNS3
SPO11	SPO11
CT35	SPO11
SPATA43	SPO11
TOPVIA	SPO11
SPOCD1	SPOCD1
FLJ25348	SPOCD1
PPP1R146	SPOCD1
SPOCK1	SPOCK1
TIC1	SPOCK1
SPOCK	SPOCK1
TESTICAN-1	SPOCK1
SPOCK2	SPOCK2
KIAA0275	SPOCK2
TESTICAN-2	SPOCK2
SPOCK3	SPOCK3
TESTICAN-3	SPOCK3
SPON1	SPON1
KIAA0762	SPON1
F-SPONDIN	SPON1
SPON1-AS1	SPON1-AS1
RP11-21	SPON1-AS1
L19.1	SPON1-AS1
SPON2	SPON2
DIL1	SPON2
SPOP	SPOP
TEF2	SPOP
BTBD32	SPOP
SPOPL	SPOPL
BTBD33	SPOPL
SPOUT1	SPOUT1
C9orf114	SPOUT1
HSPC109	SPOUT1
CENP-32	SPOUT1
SPP1	SPP1
BNSP	SPP1
OPN	SPP1
BSPI	SPP1
ETA-1	SPP1
SPP2	SPP2
SPP24	SPP2
SPPL2A	SPPL2A
IMP3	SPPL2A
PSL2	SPPL2A
SPPL2B	SPPL2B
IMP4	SPPL2B
PSL1	SPPL2B
KIAA1532	SPPL2B
SPPL2C	SPPL2C
IMP5	SPPL2C
SPPL3	SPPL3
IMP2	SPPL3
PSL4	SPPL3
MGC90402	SPPL3
MGC126674	SPPL3
MGC126676	SPPL3
DKFZP586C1324	SPPL3
SPR	SPR
SDR38C1	SPR
SPRED1	SPRED1
FLJ33903	SPRED1
PPP1R147	SPRED1
SPRED2	SPRED2
SPRED-2	SPRED2
FLJ21897	SPRED2
FLJ31917	SPRED2
SPRED3	SPRED3
SPRN	SPRN
SHADOO	SPRN
SPRN	SPRN
BA108K14.1	SPRN
FLJ41197	SPRN
SPRNP1	SPRNP1
FLJ44653	SPRNP1
SPRR1A	SPRR1A
SPRR1B	SPRR1B
SPRR1	SPRR1B
GADD33	SPRR1B
SPRR2A	SPRR2A
SPRR2B	SPRR2B
SPRR2C	SPRR2C
SPRR2D	SPRR2D
SPRR2E	SPRR2E
SPRR2F	SPRR2F
SPRR2G	SPRR2G
SPRR3	SPRR3
SPRR4	SPRR4
SPRR5	SPRR5
SPRTN	SPRTN
C1orf124	SPRTN
DKFZP547N043	SPRTN
SPARTAN	SPRTN
DVC1	SPRTN
SPRY1	SPRY1
HSPRY1	SPRY1
SPRY2	SPRY2
HSPRY2	SPRY2
SPRY3	SPRY3
HSPRY3	SPRY3
SPRY4	SPRY4
SPRY4-AS1	SPRY4-AS1
THCAT68	SPRY4-AS1
SPRY4-IT1	SPRY4-IT1
SPRIGHTLY	SPRY4-IT1
SPRYD3	SPRYD3
FLJ14800	SPRYD3
SPRYD4	SPRYD4
DKFZP686N0877	SPRYD4
SPRYD7	SPRYD7
C13orf1	SPRYD7
CLLD6	SPRYD7
SPRYD7P1	SPRYD7P1
SPSB1	SPSB1
SSB-1	SPSB1
SPSB2	SPSB2
GRCC9	SPSB2
SSB-2	SPSB2
SPSB3	SPSB3
C16orf31	SPSB3
SSB-3	SPSB3
SPSB4	SPSB4
SSB-4	SPSB4
SPTA1	SPTA1
EL2	SPTA1
SPTAN1	SPTAN1
SPTB	SPTB
SPTBN1	SPTBN1
SPTBN2	SPTBN2
SCA5	SPTBN2
SPTBN4	SPTBN4
SPTBN3	SPTBN4
KIAA1642	SPTBN4
SPTBN5	SPTBN5
HUSPECV	SPTBN5
BSPECV	SPTBN5
HUBSPECV	SPTBN5
SPTLC1	SPTLC1
HSN1	SPTLC1
LCB1	SPTLC1
SPTI	SPTLC1
HSAN1	SPTLC1
HLCB1	SPTLC1
SPTLC1P1	SPTLC1P1
SPTLC1P2	SPTLC1P2
SPTLC1P3	SPTLC1P3
SPTLC1P4	SPTLC1P4
SPTLC1P5	SPTLC1P5
SPTLC2	SPTLC2
KIAA0526	SPTLC2
LCB2	SPTLC2
LCB2A	SPTLC2
HLCB2A	SPTLC2
SPTLC3	SPTLC3
C20orf38	SPTLC3
SPTLC2L	SPTLC3
LCB2B	SPTLC3
FLJ11112	SPTLC3
HLCB2B	SPTLC3
SPTSSA	SPTSSA
C14orf147	SPTSSA
SSSPTA	SPTSSA
SPTSSB	SPTSSB
C3orf57	SPTSSB
ADMP	SPTSSB
SSSPTB	SPTSSB
SPTY2D1	SPTY2D1
FLJ39441	SPTY2D1
DKFZP686I068	SPTY2D1
